Doc_GUID,Doc_title,Doc_titleCommon
DO-14162486,NASD Regulatory & Compliance ALERT,NASD Regulatory & Compliance ALERT
DO-14165885,Interim capital treatment of new or additional equity investments in banking and insurance subsidiaries,Interim capital treatment of new or additional equity investments in banking and insurance subsidiaries
DO-14166150,Internal Capital Adequacy Assessment Process (ICAAP) Template for ICAAP and BCAR,Internal Capital Adequacy Assessment Process (ICAAP) Template for ICAAP and BCAR
DO-14168581,An “oakar” transaction is not a conversion transaction and an “oakar” bank need not undertake a conversion transaction following the expiration of the conversion moratorium,An “oakar” transaction is not a conversion transaction and an “oakar” bank need not undertake a conversion transaction following the expiration of the conversion moratorium
DO-14169793,On the accounting for disposal or securitization transactions,On the accounting for disposal or securitization transactions
DO-14184920,"""Guidance on the Fitness and Probity Amendments 2014""","""Guidance on the Fitness and Probity Amendments 2014"""
DO-14194158,Integrated risk management,Integrated risk management
DO-14206215,Adherence to NFS Operating and Settlement Guidelines (NFS - OSG),Adherence to NFS Operating and Settlement Guidelines (NFS - OSG)
DO-14206851,"Commission Implementing Regulation (EU) 2017/394 of 11 November 2016 laying down implementing technical standards with regard to standard forms, templates and procedures for authorisation, review and evaluation of central securities depositories, for the cooperation between authorities of the home Member State and the host Member State, for the consultation of authorities involved in the authorisation to provide banking-type ancillary services, for access involving central securities depositories, and with regard to the format of the records to be maintained by central securities depositories in accordance with Regulation (EU) No 909/2014 of the European Parliament and of the Council (Text with EEA relevance)","Commission Implementing Regulation (EU) 2017/394 of 11 November 2016 laying down implementing technical standards with regard to standard forms, templates and procedures for authorisation, review and evaluation of central securities depositories, for the cooperation between authorities of the home Member State and the host Member State, for the consultation of authorities involved in the authorisa"
DO-14221251,"ICE Clear U.S., Inc. Disclosure Framework","ICE Clear U.S., Inc. Disclosure Framework"
DO-14238101,"Royal Decree No. 467/2006 of 21 April regulating deposits and judicial appropriations in cash, effects or securities.",
DO-14241234,"Directive No 2019-I-07 amending Directive No 2017-I-24 of 21 December 2017 on the transmission to the Prudential Control and Resolution Authority of accounting, prudential and other information (Banking Domain) The Prudential Control and Resolution","Directive No 2019-I-07 amending Directive No 2017-I-24 of 21 December 2017 on the transmission to the Prudential Control and Resolution Authority of accounting, prudential and other information (Banking Domain) The Prudential Control and Resolution"
DO-14247478,Small bank pricingfinal rule,Small bank pricingfinal rule
DO-14250662,Liquidity Adjustment Facility,Liquidity Adjustment Facility
DO-14265264,Remote on-boarding of individual customers,Remote on-boarding of individual customers
DO-14265530,Special Economic Measures (Venezuela) Regulations,
DO-14278929,"Foreign Exchange Management (Deposit) Regulations, 2016","Foreign Exchange Management (Deposit) Regulations, 2016"
DO-14284297,An Act respecting alternative collective investment undertakings and their managers,An Act respecting alternative collective investment undertakings and their managers
DO-14286110,Decision of 7 July 2020 laying down rules on the automated unbundling of identifiers by means of a central electronic system and certain other data by banks and other payment service providers (Decision on the bank reference portal),Decision of 7 July 2020 laying down rules on the automated unbundling of identifiers by means of a central electronic system and certain other data by banks and other payment service providers (Decision on the bank reference portal)
DO-14291712,Draft implementing technical standards amending Implementing Regulation (EU) No 637/2021 on disclosure of information on exposures to interest rate risk on positions not held in the trading book in accordance with Article 448 of Regulation (EU) No 575/2013,Draft implementing technical standards amending Implementing Regulation (EU) No 637/2021 on disclosure of information on exposures to interest rate risk on positions not held in the trading book in accordance with Article 448 of Regulation (EU) No 575/2013
DO-14291911,Instruction No. 2022-I-18 on information on the prevention system Money Laundering and Terrorist Financing,Instruction No. 2022-I-18 on information on the prevention system Money Laundering and Terrorist Financing
DO-14293711,PRA Rulebook – CRR Firms – Operational Continuity,PRA Rulebook - Operational Continuity
DO-14298794,"Public offerings requirements Communications of a promotional nature relating to an offer to the public other than those mentioned in 1° or 2° of Article L. 411-2 of the Monetary and Financial Code or 2° or 3° of Article L. 411-2-1 of the same Code or admission to negotiations on a regulated market, whatever their form and mode of distribution, shall be transmitted to the AMF prior to their dissemination.","Public offerings requirements Communications of a promotional nature relating to an offer to the public other than those mentioned in 1° or 2° of Article L. 411-2 of the Monetary and Financial Code or 2° or 3° of Article L. 411-2-1 of the same Code or admission to negotiations on a regulated market, whatever their form and mode of distribution, shall be transmitted to the AMF prior to their dissem"
DO-14300293,Improving the Appointed Representatives regime,Improving the Appointed Representatives regime
DO-14307255,STANDARD NONFORFEITURE LAW FOR INDIVIDUAL DEFERRED ANNUITIES,STANDARD NONFORFEITURE LAW FOR INDIVIDUAL DEFERRED ANNUITIES
DO-14309521,"LEGISLATIVE DECREE of 15 December 2017, no. 218 Transposition of Directive (EU) 2015/2366 on payment services in the internal market, amending Directives 2002/65/EC, 2009/110/EC and 2013/36/EU and Regulation (EU) No 2002/96 (1) Regulation (EC) No 1093/2010 and repeals Directive 2007/64/EC and the adaptation of the internal provisions to Regulation (EU) No 1093/2010. Regulation (EC) No 751/2015 on interchange fees for card-based payment transactions. (18G00004)","LEGISLATIVE DECREE of 15 December 2017, no. 218 Transposition of Directive (EU) 2015/2366 on payment services in the internal market, amending Directives 2002/65/EC, 2009/110/EC and 2013/36/EU and Regulation (EU) No 2002/96 (1) Regulation (EC) No 1093/2010 and repeals Directive 2007/64/EC and the adaptation of the internal provisions to Regulation (EU) No 1093/2010. Regulation (EC) No 751/2015 on "
DO-14310110,Interagency policy statement on the internal audit function and its outsourcing,Interagency policy statement on the internal audit function and its outsourcing
DO-14322964,"Information Technology (Certifying Authorities) Rules, 2000","Information Technology (Certifying Authorities) Rules, 2000"
DO-14323547,Guidance documents - wash trades prohibited,Guidance documents - wash trades prohibited
DO-14337202,Frequently Asked Questions : OFAC INFORMATION ON A CREDIT REPORT,Frequently Asked Questions : OFAC INFORMATION ON A CREDIT REPORT
DO-14338717,"Insurance (amendment) act, 1938","Insurance (amendment) act, 1938"
DO-14339810,Exchange act rule 12h-3-staff legal bulletin no. 18 (cf),Exchange act rule 12h-3-staff legal bulletin no. 18 (cf)
DO-14343477,"Amending the act on trade in financial instruments and certain other laws (1),","Amending the act on trade in financial instruments and certain other laws (1),"
DO-14343973,AFM: Impact analysis MiFID II May 2020,AFM: Impact analysis MiFID II May 2020
DO-14347179,Unclaimed Deposits/Inoperative Accounts in banks - Treatment of certain savings bank accounts opened for credit of Scholarship amounts and credit of Direct Benefit Transfer under Government Schemes,Unclaimed Deposits/Inoperative Accounts in banks - Treatment of certain savings bank accounts opened for credit of Scholarship amounts and credit of Direct Benefit Transfer under Government Schemes
DO-14347956,The notice pertains to change in Fees&Charges’ of Rupee Derivatives Segment and Rupee Derivatives (Guaranteed Settlement).,The notice pertains to change in Fees&Charges’ of Rupee Derivatives Segment and Rupee Derivatives (Guaranteed Settlement).
DO-14356404,The Financial Services and Markets Act 2000 (Markets in Financial Instruments) (Modification of Powers) Regulations 2006,The Financial Services and Markets Act 2000 (Markets in Financial Instruments) (Modification of Powers) Regulations 2006
DO-14357683,Leaflet on the authorization procedure for an AIF capital management company according to Section 22 KAGB,Leaflet on the authorization procedure for an AIF capital management company according to Section 22 KAGB
DO-14363675,DIVISION OF SWAP DEALER AND INTERMEDIARY OVERSIGHT ADVISORY Applicability of Transaction-Level Requirements to Activity in the United States,DIVISION OF SWAP DEALER AND INTERMEDIARY OVERSIGHT ADVISORY Applicability of Transaction-Level Requirements to Activity in the United States
DO-14371945,MTSAM Common Market Rules,MTSAM Common Market Rules
DO-14379338,Regulation of the Minister for Development and Finance of 15 February 2017 on out-of-court proceedings before the Financial Ombudsman,Regulation of the Minister for Development and Finance of 15 February 2017 on out-of-court proceedings before the Financial Ombudsman
DO-14385166,Guaranteed Rural Housing Program (7 CFR 3555).pdf,7 CFR 3555
DO-14392192,DRAFT REPORT on the proposal for a regulation of the European Parliament and of the Council on European green bonds,DRAFT REPORT on the proposal for a regulation of the European Parliament and of the Council on European green bonds
